aluminium,flouride,bacteria,viruses,uranium,is_safe
0.03,1.26,0.0,0.005,0.05,0
0.02,1.4,0.0,0.008,0.08,1
0.0,1.4,0.0,0.94,0.07,0
0.04,1.18,0.0,0.56,0.06,0
0.09,0.37,0.0,0.74,0.03,0
0.07,0.13,0.0,0.97,0.08,0
0.06,0.07,0.0,0.74,0.06,0
0.09,0.75,0.0,0.82,0.01,0
0.05,1.32,0.0,0.59,0.06,0
0.08,0.96,0.0,0.009,0.07,0
0.01,1.03,0.0,0.002,0.08,0
0.08,1.31,0.0,0.009,0.0,0
0.09,1.1,0.0,0.0,0.01,0
0.05,1.06,0.0,0.5,0.09,0
0.02,0.89,0.0,0.84,0.03,0
0.04,1.48,0.0,0.67,0.08,0
0.02,0.82,0.01,0.007,0.07,0
0.02,0.62,0.0,0.005,0.03,1
0.06,0.85,0.0,0.0,0.05,0
0.09,0.38,0.0,0.006,0.04,0
0.04,0.53,0.0,0.009,0.07,0
0.08,0.64,0.0,0.007,0.06,0
0.01,0.13,0.0,0.94,0.02,0
0.02,1.45,0.0,0.001,0.09,0
0.02,0.43,0.0,0.94,0.06,0
0.0,1.5,0.1,0.002,0.0,0
0.01,0.3,0.0,0.56,0.02,0
0.06,0.27,0.0,0.005,0.08,0
0.07,1.31,0.0,0.78,0.09,0
0.05,1.17,0.0,0.002,0.02,0
0.05,0.51,0.02,0.008,0.0,0
0.02,0.12,0.0,0.66,0.03,0
0.09,1.12,0.0,0.002,0.0,0
0.04,1.04,0.0,0.009,0.07,0
0.07,0.05,0.0,0.52,0.06,0
0.03,0.43,0.0,0.73,0.01,0
0.03,0.05,0.0,0.009,0.03,0
0.06,1.41,0.0,0.99,0.06,0
0.08,0.43,0.0,0.002,0.06,0
0.04,1.36,0.0,0.82,0.06,0
0.04,1.2,0.0,0.59,0.02,0
0.07,0.99,0.0,0.006,0.02,0
0.07,0.22,0.0,0.004,0.06,0
0.07,0.34,0.0,0.65,0.02,0
0.09,0.78,0.0,0.54,0.05,0
0.06,1.1,0.0,1.0,0.0,0
0.06,1.46,0.0,0.76,0.06,0
0.08,0.51,0.0,0.71,0.03,0
0.03,0.62,0.0,0.72,0.02,0
0.09,1.05,0.0,0.97,0.08,0
0.01,0.4,0.0,0.88,0.03,0
0.04,0.83,0.07,0.008,0.04,0
0.03,1.46,0.0,0.84,0.08,0
0.02,0.52,0.0,0.008,0.04,0
0.01,0.75,0.08,0.001,0.07,0
0.01,0.21,0.0,0.003,0.01,0
0.1,0.27,0.0,0.88,0.07,0
0.02,1.42,0.0,0.8,0.04,0
0.1,1.3,0.0,0.93,0.05,0
0.1,0.91,0.0,0.75,0.02,0
0.03,0.89,0.0,0.78,0.06,0
0.04,0.04,0.0,0.002,0.05,1
0.07,0.73,0.06,0.001,0.04,0
0.02,0.27,0.0,0.008,0.09,0
0.06,0.69,0.0,0.77,0.04,0
0.03,1.15,0.0,0.97,0.07,0
0.04,0.53,0.0,0.007,0.09,0
0.05,0.69,0.0,0.74,0.0,0
0.0,1.04,0.0,0.0,0.05,0
0.01,0.49,0.0,0.97,0.06,0
0.08,1.38,0.0,0.005,0.02,0
0.09,0.15,0.09,0.0,0.0,0
0.06,0.48,0.0,0.001,0.03,0
0.01,0.72,0.0,0.004,0.09,0
0.08,0.54,0.0,0.73,0.06,0
0.03,1.48,0.0,0.99,0.04,0
0.01,1.05,0.0,0.57,0.08,0
0.06,0.56,0.0,0.5,0.01,0
0.08,0.51,0.0,0.93,0.03,0
0.09,0.55,0.0,0.005,0.06,0
0.05,0.91,0.0,0.7,0.07,0
0.02,0.26,0.0,0.51,0.04,0
0.01,0.11,0.0,0.52,0.05,0
0.07,0.07,0.0,0.78,0.03,0
0.06,0.03,0.0,0.006,0.04,0
0.06,1.43,0.0,0.007,0.01,1
0.06,0.18,0.0,0.008,0.06,0
0.01,0.63,0.0,0.74,0.02,0
0.07,0.26,0.0,0.92,0.04,0
0.04,0.94,0.0,0.51,0.03,0
0.03,1.31,0.0,0.76,0.06,0
0.08,0.63,0.0,0.74,0.05,0
0.03,1.42,0.0,0.97,0.01,0
0.09,1.08,0.0,0.004,0.02,0
0.06,1.17,0.0,0.004,0.0,0
0.04,0.01,0.0,0.92,0.04,0
0.01,1.32,0.0,0.86,0.09,0
0.03,1.25,0.06,0.005,0.03,1
0.0,1.27,0.0,0.001,0.03,0
0.06,0.92,0.0,0.004,0.08,0
0.06,1.16,0.0,0.72,0.08,0
0.08,0.31,0.0,0.0,0.03,0
0.04,0.15,0.0,0.004,0.01,0
0.05,0.49,0.0,0.003,0.04,0
0.02,0.08,0.0,0.52,0.07,0
0.06,0.53,0.0,0.62,0.08,0
0.05,0.7,0.0,0.001,0.06,0
0.1,0.28,0.0,0.006,0.07,0
0.03,0.47,0.0,0.009,0.06,1
0.05,1.33,0.0,0.003,0.06,0
0.1,0.14,0.0,0.008,0.02,0
0.04,0.59,0.0,0.61,0.06,0
0.08,0.62,0.0,0.004,0.0,0
0.05,0.91,0.0,0.008,0.04,0
0.07,1.4,0.0,0.7,0.07,0
0.02,0.31,0.0,0.84,0.06,0
0.03,0.0,0.0,0.51,0.02,0
0.05,0.45,0.0,0.59,0.04,0
0.09,0.05,0.0,0.003,0.02,0
0.04,0.74,0.0,0.005,0.04,0
0.02,0.95,0.0,0.62,0.07,0
0.03,1.1,0.0,0.005,0.0,1
0.02,1.33,0.0,0.003,0.04,0
0.04,0.33,0.0,0.89,0.08,0
0.1,1.18,0.0,0.71,0.03,0
0.09,0.63,0.0,0.99,0.06,0
0.09,1.15,0.0,0.69,0.03,0
0.07,0.4,0.0,0.59,0.02,0
0.0,0.32,0.0,0.008,0.01,0
0.06,0.65,0.0,0.64,0.04,0
0.04,0.33,0.0,0.58,0.0,0
0.08,0.88,0.0,0.93,0.05,0
0.05,0.66,0.0,0.93,0.04,0
0.05,0.38,0.0,0.84,0.06,0
0.06,0.61,0.0,0.001,0.04,1
0.01,0.21,0.0,0.98,0.01,0
0.01,1.34,0.0,0.003,0.07,0
0.03,0.33,0.0,0.6,0.07,0
0.07,0.11,0.0,0.004,0.08,0
0.04,0.21,0.0,0.54,0.05,0
0.03,0.11,0.0,0.0,0.09,0
0.02,0.52,0.0,0.51,0.01,0
0.01,0.59,0.0,0.85,0.08,0
0.07,0.01,0.0,0.95,0.08,0
0.09,1.41,0.0,0.82,0.02,0
0.07,1.35,0.0,0.004,0.06,0
0.01,0.52,0.0,0.62,0.01,0
0.09,0.98,0.0,0.91,0.05,0
0.09,1.33,0.0,0.55,0.03,0
0.06,0.48,0.0,0.65,0.06,0
0.09,0.25,0.0,0.54,0.09,0
0.04,0.5,0.0,0.89,0.04,0
0.01,1.23,0.02,0.006,0.01,0
0.04,0.92,0.0,0.006,0.05,0
0.05,1.19,0.0,0.003,0.06,1
0.01,1.34,0.0,0.79,0.08,0
0.03,1.05,0.0,0.56,0.07,0
0.1,1.47,0.0,0.9,0.01,0
0.08,0.0,0.0,0.003,0.01,0
0.01,0.07,0.0,0.002,0.01,0
0.03,0.61,0.0,0.53,0.07,0
0.05,0.94,0.0,0.008,0.02,0
0.06,0.28,0.0,0.001,0.08,1
0.04,0.32,0.01,0.004,0.02,1
0.09,1.35,0.0,1.0,0.07,0
0.09,0.08,0.0,0.63,0.09,0
0.07,0.64,0.0,0.002,0.05,0
0.03,1.03,0.04,0.007,0.0,0
0.04,1.4,0.0,0.005,0.06,0
0.04,1.34,0.0,0.72,0.08,0
0.02,1.48,0.0,0.004,0.08,0
0.05,0.69,0.0,0.77,0.04,0
0.03,1.32,0.0,0.62,0.0,0
0.01,0.88,0.0,0.005,0.06,0
0.02,0.61,0.0,0.98,0.05,0
0.01,1.03,0.01,0.008,0.06,0
0.06,0.12,0.0,0.52,0.01,0
0.03,1.43,0.0,0.68,0.04,0
0.07,0.51,0.0,0.57,0.05,0
0.04,0.25,0.0,0.74,0.02,0
0.08,0.93,0.0,0.82,0.02,0
0.09,0.93,0.0,0.83,0.02,0
0.05,0.45,0.0,0.009,0.07,0
0.08,1.18,0.0,0.81,0.01,0
0.09,1.23,0.0,0.008,0.07,0
0.06,0.26,0.0,0.61,0.0,0
0.06,0.9,0.0,0.007,0.05,1
0.05,0.05,0.0,0.009,0.03,0
0.01,0.12,0.0,0.87,0.02,0
0.05,1.25,0.0,0.003,0.02,0
0.05,0.47,0.0,0.74,0.07,0
0.1,0.78,0.0,0.8,0.03,0
0.1,0.57,0.0,0.6,0.03,0
0.02,0.48,0.0,0.002,0.07,0
0.06,0.92,0.0,0.7,0.01,0
0.01,1.23,0.0,0.96,0.04,0
0.03,0.86,0.0,0.002,0.03,1
0.08,0.47,0.04,0.007,0.02,0
0.08,0.45,0.0,0.008,0.06,0
0.05,0.67,0.0,0.68,0.01,0
0.08,1.0,0.0,0.75,0.02,0
0.02,1.06,0.07,0.001,0.07,0
0.07,0.66,0.0,0.68,0.07,0
0.03,1.39,0.0,0.0,0.07,0
0.08,0.95,0.0,0.61,0.04,0
0.01,1.19,0.09,0.005,0.06,0
0.07,1.37,0.0,0.93,0.01,0
0.01,0.91,0.0,0.008,0.01,0
0.08,1.04,0.0,0.76,0.0,0
0.05,1.05,0.0,0.003,0.05,0
0.05,0.95,0.0,0.006,0.02,1
0.06,1.09,0.0,0.005,0.01,1
0.07,0.39,0.0,0.006,0.06,0
0.03,0.28,0.0,0.005,0.08,0
0.09,0.2,0.0,0.007,0.01,1
0.09,0.57,0.0,0.64,0.0,0
0.06,1.36,0.0,0.72,0.04,0
0.0,0.54,0.0,0.005,0.0,1
0.06,0.54,0.0,0.005,0.03,0
0.07,0.06,0.0,0.54,0.06,0
0.07,1.22,0.0,0.52,0.08,0
0.01,0.72,0.0,0.57,0.02,0
0.04,0.3,0.0,0.76,0.06,0
0.06,0.07,0.0,0.0,0.04,0
0.03,0.04,0.0,0.84,0.06,0
0.05,0.76,0.0,0.003,0.03,0
0.01,0.61,0.0,0.78,0.06,0
0.03,0.86,0.1,0.005,0.02,0
0.06,1.13,0.0,0.81,0.05,0
0.03,0.78,0.0,0.005,0.05,0
0.07,0.02,0.0,0.007,0.02,0
0.07,0.73,0.0,0.9,0.08,0
0.07,1.31,0.0,0.009,0.03,0
0.03,1.47,0.0,0.97,0.01,0
0.05,0.04,0.0,0.007,0.07,0
0.06,0.71,0.0,0.66,0.02,0
0.03,1.06,0.0,0.69,0.08,0
0.09,1.13,0.0,0.5,0.03,0
0.08,0.63,0.0,0.59,0.07,0
0.07,0.36,0.0,0.007,0.0,0
0.03,1.41,0.0,0.004,0.04,1
0.04,0.43,0.0,0.98,0.07,0
0.04,0.03,0.0,0.001,0.0,0
0.07,1.02,0.0,0.002,0.02,0
0.05,1.39,0.0,0.89,0.0,0
0.06,1.01,0.0,0.68,0.06,0
0.06,1.14,0.0,0.77,0.09,0
0.01,1.49,0.0,0.58,0.06,0
0.05,0.98,0.07,0.008,0.02,0
0.01,0.03,0.0,0.004,0.05,1
0.02,0.33,0.0,0.8,0.06,0
0.08,1.35,0.04,0.0,0.07,0
0.04,0.28,0.0,0.7,0.08,0
0.04,1.43,0.0,0.72,0.0,0
0.04,1.24,0.0,0.6,0.03,0
0.08,1.27,0.0,0.008,0.04,0
0.08,0.8,0.0,0.93,0.07,0
0.05,0.73,0.0,0.81,0.09,0
0.09,1.44,0.0,0.002,0.05,0
0.0,1.42,0.0,0.67,0.09,0
0.03,0.27,0.08,0.006,0.05,0
0.02,0.63,0.0,0.003,0.08,0
0.05,1.37,0.0,0.84,0.0,0
0.02,1.44,0.0,0.95,0.05,0
0.03,0.08,0.0,0.69,0.07,0
0.09,1.35,0.05,0.008,0.03,0
0.04,1.02,0.0,0.88,0.02,0
0.08,0.12,0.0,0.63,0.0,0
0.1,0.9,0.0,0.95,0.04,0
0.01,0.72,0.0,0.001,0.09,0
0.08,0.04,0.0,0.007,0.0,0
0.03,0.24,0.0,0.61,0.03,0
0.05,1.33,0.0,0.001,0.03,0
0.01,1.31,0.0,0.64,0.03,0
0.02,1.41,0.0,0.63,0.06,0
0.09,1.25,0.0,0.75,0.08,0
0.09,0.38,0.04,0.007,0.01,0
0.1,0.46,0.0,0.001,0.06,0
0.09,1.01,0.0,0.6,0.01,0
0.01,0.57,0.0,0.82,0.06,0
0.02,0.08,0.0,0.61,0.01,0
0.06,0.63,0.0,0.006,0.01,0
0.07,1.03,0.0,0.001,0.03,1
0.05,0.65,0.0,0.92,0.07,0
0.07,0.69,0.0,0.002,0.04,0
0.01,0.39,0.05,0.004,0.02,0
0.04,0.84,0.0,0.65,0.0,0
0.04,0.7,0.08,0.001,0.02,1
0.01,1.02,0.04,0.001,0.06,0
0.0,0.55,0.0,0.006,0.07,0
0.08,0.05,0.0,0.002,0.03,0
0.01,0.75,0.0,0.007,0.09,0
0.07,1.29,0.0,0.006,0.01,0
0.03,0.94,0.0,0.92,0.07,0
0.1,0.52,0.0,0.003,0.08,0
0.03,0.27,0.0,0.62,0.05,0
0.09,1.07,0.0,0.004,0.0,0
0.01,1.49,0.0,0.001,0.07,0
0.02,0.82,0.0,0.62,0.07,0
0.08,1.14,0.0,0.006,0.01,0
0.03,1.17,0.0,0.007,0.04,0
0.03,0.44,0.07,0.007,0.08,0
0.01,0.02,0.0,0.63,0.04,0
0.07,0.02,0.0,0.008,0.06,0
0.06,0.62,0.0,0.8,0.02,0
0.09,0.33,0.0,0.0,0.02,0
0.05,0.47,0.0,0.67,0.08,0
0.08,1.33,0.0,0.007,0.01,0
0.1,0.78,0.0,0.007,0.01,0
0.03,0.62,0.02,0.004,0.06,0
0.09,1.43,0.0,0.009,0.02,0
0.09,0.21,0.0,0.73,0.04,0
0.08,1.06,0.0,0.89,0.06,0
0.03,0.53,0.0,0.008,0.03,0
0.07,0.11,0.0,0.008,0.09,0
0.05,0.81,0.0,0.005,0.02,1
0.08,1.3,0.0,0.001,0.04,0
0.07,1.16,0.0,0.85,0.06,0
0.0,0.96,0.0,0.0,0.06,0
0.07,0.44,0.0,0.0,0.0,0
0.02,0.58,0.0,0.8,0.09,0
0.1,0.74,0.0,0.001,0.05,0
0.08,0.71,0.0,0.99,0.06,0
0.05,0.49,0.0,0.006,0.05,0
0.09,0.15,0.0,0.002,0.07,0
0.09,1.37,0.0,0.002,0.03,0
0.02,1.48,0.0,0.009,0.08,0
0.1,0.91,0.0,0.66,0.05,0
0.04,0.03,0.0,0.0,0.04,0
0.09,0.65,0.0,0.63,0.01,0
0.07,0.05,0.0,0.0,0.02,0
0.02,0.9,0.0,0.65,0.05,0
0.06,0.99,0.05,0.003,0.01,0
0.0,1.08,0.0,0.71,0.05,0
0.08,0.61,0.0,0.001,0.02,1
0.02,0.11,0.0,0.67,0.02,0
0.1,0.33,0.0,0.007,0.08,0
0.04,0.86,0.0,0.005,0.07,0
0.06,0.98,0.0,0.002,0.08,0
0.1,1.24,0.0,0.83,0.01,0
0.09,1.29,0.04,0.008,0.06,0
0.07,0.58,0.0,0.52,0.08,0
0.04,0.09,0.0,0.91,0.05,0
0.0,1.07,0.0,0.7,0.03,0
0.08,0.54,0.0,0.009,0.02,0
0.08,0.62,0.0,0.001,0.03,0
0.04,1.43,0.0,0.89,0.08,0
0.02,0.34,0.0,0.85,0.01,0
0.08,0.99,0.0,0.75,0.05,0
0.07,0.22,0.0,0.99,0.07,0
0.09,1.0,0.0,0.92,0.08,0
0.03,1.46,0.0,0.58,0.06,0
0.04,0.43,0.0,0.8,0.06,0
0.0,1.44,0.0,0.56,0.08,0
0.06,0.29,0.0,0.96,0.06,0
0.01,1.0,0.0,0.007,0.05,0
0.05,1.35,0.0,0.002,0.08,0
0.03,0.53,0.0,0.002,0.0,0
0.02,0.26,0.0,0.69,0.05,0
0.0,1.41,0.08,0.006,0.0,0
0.02,0.87,0.0,0.008,0.05,0
0.1,0.51,0.0,0.77,0.04,0
0.01,0.91,0.0,0.005,0.08,0
0.02,1.24,0.0,0.006,0.05,0
0.01,0.0,0.0,0.8,0.0,0
0.05,0.55,0.0,0.002,0.04,0
0.02,1.24,0.0,0.75,0.06,0
0.06,0.42,0.0,0.006,0.0,0
0.07,0.4,0.0,0.004,0.05,0
0.06,0.34,0.0,0.003,0.05,1
0.06,0.68,0.0,0.63,0.06,0
0.05,0.51,0.0,0.86,0.07,0
0.09,1.2,0.0,0.003,0.08,0
0.03,1.04,0.0,0.001,0.03,0
0.05,0.36,0.0,0.008,0.02,0
0.1,1.42,0.0,0.002,0.0,0
0.06,1.04,0.08,0.007,0.08,0
0.04,0.52,0.0,0.002,0.05,1
0.01,0.14,0.0,0.004,0.09,0
0.06,0.89,0.0,0.67,0.01,0
0.03,1.33,0.05,0.001,0.08,0
0.02,1.2,0.0,0.77,0.06,0
0.04,0.59,0.0,0.007,0.01,0
0.08,0.66,0.06,0.008,0.01,0
0.09,0.9,0.0,0.58,0.05,0
0.04,0.75,0.0,0.79,0.03,0
0.04,0.1,0.0,0.84,0.07,0
0.02,0.15,0.0,0.007,0.05,0
0.08,1.01,0.0,0.0,0.0,1
0.08,0.83,0.0,0.77,0.08,0
0.0,0.03,0.0,0.98,0.02,0
0.09,1.47,0.05,0.008,0.05,0
0.1,1.28,0.0,0.008,0.08,0
0.03,0.45,0.0,0.002,0.03,0
0.03,0.52,0.0,0.74,0.02,0
0.09,0.02,0.0,0.76,0.09,0
0.03,0.14,0.06,0.004,0.06,0
0.02,0.2,0.0,0.51,0.05,0
0.08,0.32,0.0,0.65,0.01,0
0.06,1.09,0.0,0.72,0.03,0
0.04,0.36,0.0,0.006,0.05,0
0.08,0.61,0.0,0.52,0.02,0
0.1,1.13,0.05,0.004,0.04,0
0.0,0.26,0.07,0.008,0.04,0
0.1,0.13,0.0,0.79,0.06,0
0.04,0.32,0.0,0.53,0.02,0
0.01,1.14,0.0,0.004,0.04,1
0.07,0.52,0.0,0.007,0.01,1
0.02,0.22,0.0,0.008,0.03,0
0.06,1.21,0.0,0.83,0.05,0
0.09,0.5,0.1,0.008,0.02,1
0.05,0.28,0.0,0.53,0.09,0
0.1,0.43,0.0,0.007,0.05,1
0.01,0.3,0.0,0.004,0.0,0
0.06,0.32,0.0,0.002,0.02,1
0.01,0.58,0.0,0.96,0.08,0
0.04,0.68,0.0,0.006,0.01,0
0.07,0.86,0.0,0.64,0.06,0
0.08,0.01,0.0,0.76,0.05,0
0.09,1.09,0.0,0.57,0.01,0
0.09,1.16,0.0,0.79,0.0,0
0.06,0.69,0.0,0.82,0.07,0
0.06,1.29,0.0,0.86,0.02,0
0.05,0.66,0.0,0.58,0.06,0
0.01,0.86,0.0,0.87,0.08,0
0.02,1.25,0.0,0.7,0.07,0
0.02,0.69,0.0,0.55,0.08,0
0.07,0.62,0.0,0.006,0.05,0
0.03,0.68,0.0,0.006,0.04,0
0.06,1.48,0.0,0.75,0.02,0
0.07,0.76,0.0,0.51,0.08,0
0.05,1.42,0.0,1.0,0.05,0
0.01,0.97,0.0,0.006,0.07,0
0.04,0.73,0.0,0.0,0.02,0
0.06,1.49,0.0,0.58,0.0,0
0.0,0.08,0.0,0.51,0.06,0
0.04,1.21,0.0,0.001,0.01,1
0.03,0.87,0.0,0.67,0.01,0
0.03,1.29,0.0,0.82,0.04,0
0.08,0.89,0.09,0.005,0.08,0
0.09,0.73,0.0,0.53,0.05,0
0.06,1.21,0.0,0.65,0.05,0
0.09,1.18,0.0,0.75,0.07,0
0.04,0.26,0.0,0.009,0.04,0
0.04,1.01,0.0,0.008,0.01,0
0.07,0.5,0.0,0.7,0.02,0
0.09,0.29,0.0,0.78,0.04,0
0.01,0.42,0.0,0.75,0.03,0
0.0,0.25,0.02,0.0,0.0,0
0.03,0.76,0.0,0.57,0.08,0
0.1,0.89,0.0,0.55,0.09,0
0.06,0.66,0.09,0.008,0.02,0
0.09,1.06,0.0,0.82,0.04,0
0.01,0.16,0.0,0.003,0.05,1
0.09,0.04,0.0,0.76,0.02,0
0.03,1.27,0.08,0.008,0.07,0
0.04,0.43,0.04,0.003,0.03,0
0.08,1.38,0.0,0.003,0.02,0
0.09,0.5,0.0,0.005,0.03,0
0.02,1.27,0.0,0.61,0.05,0
0.05,1.12,0.1,0.001,0.07,0
0.01,1.29,0.0,0.62,0.08,0
0.08,1.43,0.0,0.71,0.03,0
0.03,0.52,0.0,0.003,0.01,0
0.07,0.53,0.0,0.96,0.03,0
0.01,0.74,0.0,0.5,0.04,0
0.05,0.93,0.0,0.5,0.02,0
0.04,0.01,0.0,0.5,0.02,0
0.02,0.92,0.0,0.006,0.01,0
0.01,0.32,0.0,0.006,0.08,0
0.09,1.39,0.07,0.006,0.05,0
0.07,1.33,0.0,0.59,0.01,0
0.09,0.07,0.0,0.79,0.04,0
0.01,0.61,0.0,1.0,0.08,0
0.05,0.24,0.0,0.005,0.03,0
0.07,0.98,0.0,0.004,0.01,0
0.09,0.36,0.0,0.78,0.07,0
0.1,0.48,0.0,0.001,0.0,0
0.02,1.06,0.0,0.008,0.07,1
0.04,0.37,0.0,0.98,0.0,0
0.06,1.39,0.0,0.87,0.08,0
0.06,0.85,0.0,0.004,0.02,1
0.04,0.09,0.0,0.83,0.05,0
0.06,0.59,0.07,0.008,0.09,0
0.05,1.4,0.0,0.003,0.04,0
0.02,1.16,0.0,0.51,0.08,0
0.09,1.46,0.0,0.004,0.07,0
0.05,1.03,0.0,0.009,0.02,0
0.02,0.65,0.09,0.006,0.02,0
0.05,0.22,0.0,0.69,0.07,0
0.03,0.28,0.0,0.52,0.08,0
0.0,0.44,0.0,0.68,0.04,0
0.01,0.7,0.01,0.0,0.08,1
0.02,0.79,0.0,0.73,0.05,0
0.07,0.82,0.0,0.005,0.01,0
0.1,1.44,0.0,0.003,0.07,1
0.01,1.5,0.0,0.79,0.06,0
0.06,1.39,0.0,0.8,0.08,0
0.01,1.44,0.07,0.005,0.08,0
0.01,1.19,0.0,0.7,0.02,0
0.06,0.78,0.0,0.61,0.03,0
0.09,1.19,0.0,0.001,0.02,0
0.04,1.34,0.0,0.003,0.07,1
0.04,0.96,0.0,0.004,0.04,0
0.02,1.0,0.0,0.67,0.0,0
0.01,0.74,0.05,0.003,0.0,0
0.05,1.43,0.0,0.92,0.01,0
0.0,0.59,0.0,0.007,0.09,0
0.08,1.33,0.0,0.006,0.01,0
0.01,1.04,0.0,1.0,0.03,0
0.06,0.8,0.0,0.004,0.04,0
0.01,1.43,0.0,0.58,0.01,0
0.08,1.0,0.0,0.005,0.06,0
0.02,1.41,0.0,0.74,0.01,0
0.09,0.19,0.0,0.72,0.03,0
0.1,1.04,0.08,0.001,0.08,0
0.01,1.19,0.0,0.001,0.0,1
0.05,0.4,0.02,0.002,0.04,0
0.1,1.45,0.0,0.58,0.01,0
0.02,1.23,0.0,0.56,0.0,0
0.05,1.43,0.0,0.003,0.06,0
0.01,0.82,0.0,0.7,0.04,0
0.04,1.42,0.0,0.007,0.06,0
0.01,1.37,0.09,0.008,0.02,0
0.01,0.49,0.0,0.007,0.02,0
0.01,0.23,0.0,0.93,0.05,0
0.06,1.26,0.0,0.75,0.07,0
0.07,1.26,0.0,0.007,0.06,0
0.07,1.19,0.0,0.72,0.02,0
0.07,0.95,0.0,0.004,0.05,0
0.07,0.88,0.0,0.001,0.07,1
0.04,1.32,0.0,0.85,0.09,0
0.08,0.66,0.0,0.76,0.04,0
0.02,0.7,0.0,0.77,0.05,0
0.01,0.17,0.0,0.66,0.02,0
0.05,0.45,0.0,0.003,0.01,0
0.09,0.87,0.0,0.001,0.04,0
0.1,0.82,0.0,0.008,0.02,0
0.06,1.27,0.0,0.82,0.07,0
0.02,1.25,0.0,0.6,0.04,0
0.09,1.16,0.0,0.98,0.07,0
0.09,0.97,0.0,0.003,0.08,1
0.06,0.36,0.0,0.007,0.06,0
0.04,0.78,0.0,0.89,0.04,0
0.09,0.84,0.0,0.006,0.01,0
0.05,0.37,0.0,0.79,0.08,0
0.06,1.3,0.0,0.73,0.03,0
0.02,0.15,0.0,0.91,0.0,0
0.07,0.14,0.0,0.51,0.01,0
0.02,0.9,0.0,0.51,0.01,0
0.01,0.17,0.0,0.99,0.03,0
0.08,0.82,0.0,0.004,0.05,1
0.1,0.64,0.1,0.002,0.02,0
0.04,0.65,0.0,0.008,0.07,0
0.1,0.54,0.0,0.001,0.0,0
0.07,0.8,0.0,0.97,0.0,0
0.02,0.76,0.0,0.003,0.04,0
0.07,0.21,0.0,0.61,0.05,0
0.05,0.81,0.0,0.87,0.05,0
0.06,0.04,0.08,0.005,0.04,0
0.02,0.62,0.0,0.92,0.05,0
0.03,0.12,0.0,0.74,0.04,0
0.03,0.68,0.05,0.008,0.0,0
0.05,1.33,0.0,1.0,0.08,0
0.07,0.94,0.0,0.002,0.0,0
0.07,1.48,0.0,0.005,0.08,0
0.0,0.79,0.0,0.002,0.02,0
0.06,0.33,0.0,0.5,0.02,0
0.05,1.3,0.0,0.008,0.08,0
0.09,1.05,0.0,0.83,0.07,0
0.08,0.14,0.0,0.66,0.05,0
0.08,1.06,0.0,0.63,0.02,0
0.08,1.44,0.0,0.003,0.04,0
0.07,0.66,0.0,0.006,0.03,1
0.07,1.28,0.0,0.93,0.09,0
0.08,1.49,0.0,0.99,0.03,0
0.04,1.09,0.0,0.008,0.08,0
0.04,0.97,0.0,0.004,0.08,0
0.07,0.13,0.0,0.0,0.02,0
0.05,0.03,0.1,0.001,0.05,0
0.04,1.11,0.0,0.93,0.05,0
0.02,0.63,0.0,0.91,0.06,0
0.03,1.43,0.0,0.75,0.07,0
0.08,0.52,0.0,0.59,0.07,0
0.08,0.96,0.0,0.001,0.01,0
0.07,0.63,0.0,0.003,0.07,0
0.05,0.45,0.0,0.79,0.06,0
0.05,0.48,0.0,0.62,0.02,0
0.1,0.87,0.0,0.61,0.09,0
0.0,0.58,0.0,0.5,0.01,0
0.09,0.13,0.0,0.008,0.04,0
0.02,1.16,0.0,0.005,0.01,0
0.04,1.19,0.0,0.86,0.03,0
0.09,0.57,0.0,0.007,0.09,0
0.07,0.28,0.0,0.0,0.02,0
0.09,1.4,0.0,0.95,0.08,0
0.06,1.43,0.0,0.004,0.03,0
0.04,1.29,0.0,0.64,0.09,0
0.08,1.35,0.0,0.003,0.04,0
0.09,0.88,0.0,0.68,0.05,0
0.08,1.31,0.0,0.57,0.02,0
0.09,0.67,0.0,0.65,0.07,0
0.03,0.75,0.0,0.66,0.09,0
0.01,1.28,0.0,0.96,0.07,0
0.06,0.29,0.0,0.78,0.06,0
0.09,0.36,0.0,0.84,0.05,0
0.04,0.82,0.0,0.9,0.0,0
0.03,1.09,0.0,0.77,0.08,0
0.07,0.24,0.0,0.007,0.06,0
0.03,1.43,0.0,0.007,0.03,0
0.09,1.47,0.0,0.58,0.04,0
0.07,1.07,0.0,0.96,0.02,0
0.1,0.42,0.0,0.003,0.06,0
0.04,1.06,0.0,0.007,0.03,0
0.08,0.15,0.0,0.72,0.09,0
0.01,1.35,0.0,0.006,0.07,0
0.02,1.16,0.0,0.87,0.08,0
0.05,0.07,0.0,0.77,0.06,0
0.07,1.29,0.0,0.56,0.08,0
0.01,0.55,0.0,0.78,0.07,0
0.09,0.22,0.0,0.008,0.06,0
0.01,0.63,0.0,0.004,0.02,0
0.06,0.59,0.0,0.65,0.04,0
0.05,0.77,0.0,0.003,0.08,0
0.07,0.53,0.0,0.66,0.02,0
0.07,0.5,0.0,0.5,0.06,0
0.02,1.4,0.0,0.56,0.03,0
0.08,1.19,0.0,0.61,0.01,0
0.06,0.83,0.0,0.68,0.05,0
0.1,0.79,0.0,0.59,0.05,0
0.09,0.92,0.0,0.93,0.07,0
0.06,0.57,0.0,0.005,0.03,0
0.09,0.59,0.0,0.008,0.04,0
0.06,0.36,0.0,0.002,0.06,0
0.08,0.07,0.0,0.006,0.01,1
